id,cinsiyyət,Yaşlı təbəqə,tərəfdaş,asılı olanlar,müddəti,Telefon Xidməti,Birdən çox xətt,İnternet servisi,onlayn təhlükəsizlik,onlayn yedəkləmə,Cihazın Mühafizəsi,texniki dəstək,canli tv,filmlər,müqavilə,Kağızsız Hesablaşma,ödəniş metodu,Aylıq Ödənişlər,Ümumi ödənişlər,Churn,"TelefonXidməti,KağızsızHesablaşma"
7820-ZYGNY,Kişi,0,Yox,Yox,63,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Hə,illik,Yox,kredit karti,90.45,5825.5,Yox,Hə Yox
4317-VTEOA,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,50.75,50.75,Hə,Hə Hə
9677-AVKED,Qadın,0,Yox,Hə,53,Hə,Hə,DSL,Yox,Hə,Hə,Hə,Hə,Hə,illik,Hə,elektronik cek,84.6,4449.75,Yox,Hə Hə
1670-SVOWZ,Qadın,0,Hə,Hə,14,Hə,Yox,Fiber optic,Yox,Hə,Yox,Hə,Yox,Hə,ayliq,Hə,kredit karti,89.65,1208.35,Hə,Hə Hə
2227-JRSJX,Qadın,0,Yox,Yox,21,Hə,Yox,Fiber optic,Yox,Hə,Yox,Hə,Hə,Hə,ayliq,Hə,bank transfer,99.15,1956.4,Yox,Hə Hə
9847-HNVGP,Kişi,0,Yox,Yox,17,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.95,310.6,Yox,Hə Yox
6696-YDAYZ,Kişi,0,Hə,Hə,16,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,20.5,290.55,Yox,Hə Yox
8980-WQFWL,Qadın,0,Yox,Yox,35,Hə,Yox,DSL,Yox,Yox,Hə,Yox,Yox,Hə,ayliq,Hə,elektronik cek,62.1,2096.1,Yox,Hə Hə
1730-ZMAME,Qadın,1,Yox,Yox,32,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,79.5,2665,Yox,Hə Hə
6506-EYCNH,Qadın,0,Hə,Hə,28,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,bank transfer,19.55,543.8,Yox,Hə Hə
4634-JLRJT,Qadın,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,20.35,20.35,Yox,Hə Hə
9501-UKKNL,Kişi,0,Yox,Yox,59,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,elektronik cek,51.7,3005.8,Yox,Yox Hə
2560-QTSBS,Qadın,0,Hə,Hə,72,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Hə,bank transfer,23.3,1623.15,Yox,Hə Hə
7541-YLXCL,Kişi,0,Yox,Yox,36,Hə,Yox,DSL,Yox,Hə,Yox,Hə,Yox,Hə,illik,Hə,mail cek,65.4,2498.4,Hə,Hə Hə
4795-WRNVT,Qadın,0,Yox,Yox,40,Hə,Yox,DSL,Hə,Hə,Yox,Yox,Hə,Yox,ayliq,Yox,mail cek,65.1,2586,Yox,Hə Yox
6080-TCMYC,Kişi,0,Hə,Hə,40,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,81.2,3292.3,Yox,Hə Hə
0260-ZDLGK,Qadın,0,Yox,Hə,9,Hə,Yox,DSL,Yox,Yox,Hə,Hə,Hə,Hə,ayliq,Hə,mail cek,72.9,651.4,Hə,Hə Hə
7860-UXCRM,Kişi,0,Hə,Hə,63,Hə,Yox,DSL,Hə,Hə,Hə,Hə,Hə,Yox,2illik,Yox,kredit karti,74.5,4674.55,Yox,Hə Yox
6357-JJPQT,Qadın,0,Yox,Yox,3,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,80.5,232.35,Yox,Hə Hə
2292-XQWSV,Kişi,0,Hə,Hə,40,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Hə,Hə,Hə,Hə,illik,Yox,mail cek,60.3,2448.5,Yox,Yox Yox
9552-TGUZV,Kişi,0,Hə,Yox,8,Hə,Yox,Fiber optic,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,75.0,658.1,Yox,Hə Hə
5913-INRQV,Kişi,1,Hə,Yox,34,Hə,Yox,Fiber optic,Hə,Yox,Yox,Hə,Hə,Yox,illik,Yox,mail cek,90.15,3128.8,Yox,Hə Yox
8722-NGNBH,Kişi,0,Yox,Yox,5,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Hə,Yox,Yox,ayliq,Yox,mail cek,40.0,223.45,Hə,Yox Yox
6210-KBBPI,Kişi,1,Yox,Yox,9,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,kredit karti,99.45,919.4,Hə,Hə Hə
9643-YBLUR,Kişi,0,Hə,Yox,9,Hə,Hə,DSL,Yox,Hə,Hə,Yox,Yox,Hə,ayliq,Hə,kredit karti,69.05,653.95,Yox,Hə Hə
8734-FNWVH,Kişi,0,Hə,Hə,31,Hə,Hə,DSL,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Yox,bank transfer,59.7,1825.5,Yox,Hə Yox
9447-YPTBX,Qadın,0,Hə,Yox,50,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Hə,bank transfer,19.85,943.1,Yox,Hə Hə
0133-BMFZO,Qadın,0,Yox,Yox,2,Hə,Yox,Fiber optic,Hə,Hə,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,86.25,181.65,Hə,Hə Hə
6128-CZOMY,Qadın,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,45.65,45.65,Hə,Hə Hə
9540-JYROE,Kişi,0,Yox,Yox,8,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,70.1,551.35,Hə,Hə Hə
9026-LHEVG,Qadın,0,Yox,Yox,9,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Yox,elektronik cek,40.75,359.4,Yox,Yox Yox
2260-USTRB,Qadın,1,Yox,Yox,2,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,70.2,115.95,Hə,Hə Hə
3656-TKRVZ,,0,Yox,Yox,3,Hə,Yox,DSL,Hə,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,55.35,165.2,Hə,Hə Yox
7011-CVEUC,Kişi,0,Hə,Yox,25,Hə,Yox,Fiber optic,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,kredit karti,95.7,2338.35,Yox,Hə Hə
6185-TASNN,Kişi,1,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,46.3,46.3,Yox,Hə Yox
7925-PNRGI,Qadın,0,Hə,Hə,45,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Yox,ayliq,Yox,mail cek,81.3,3541.1,Yox,Hə Yox
8623-TMRBY,Kişi,1,Hə,Hə,51,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,84.2,4146.05,Hə,Hə Hə
1552-CZCLL,Qadın,0,Hə,Hə,55,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,kredit karti,20.0,1087.25,Yox,Hə Yox
3038-PQIUY,Qadın,0,Yox,Yox,38,Hə,Hə,DSL,Hə,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,bank transfer,66.15,2522.4,Yox,Hə Hə
1501-SGHBW,Kişi,0,Yox,Yox,2,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,mail cek,45.85,81,Hə,Hə Yox
9313-CDOGY,Kişi,0,Hə,Hə,38,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,19.6,717.3,Yox,Hə Yox
8148-BPLZQ,Kişi,0,Yox,Yox,34,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,49.8,1734.2,Yox,Hə Hə
2623-DRYAM,Qadın,0,Hə,Yox,70,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,101.75,7069.3,Yox,Hə Hə
9987-LUTYD,Qadın,0,Yox,Yox,13,Hə,Yox,DSL,Hə,Yox,Yox,Hə,Yox,Yox,illik,Yox,mail cek,55.15,742.9,Yox,Hə Yox
3208-YPIOE,Kişi,0,Yox,Yox,39,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,75.25,3017.65,Hə,Hə Yox
4488-KQFDT,Qadın,0,Yox,Yox,61,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,103.95,6423,Yox,Hə Hə
2612-RANWT,Qadın,0,Yox,Yox,12,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,ayliq,Hə,bank transfer,100.15,1164.3,Hə,Hə Hə
5693-PIPCS,Kişi,0,Yox,Yox,41,Hə,Yox,Fiber optic,Yox,Hə,Yox,Hə,Hə,Hə,2illik,Hə,kredit karti,99.65,4220.35,Yox,Hə Hə
0491-KAPQG,Kişi,0,Yox,Yox,21,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,73.7,1558.7,Yox,Hə Hə
1925-LFCZZ,Kişi,1,Yox,Yox,55,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Hə,Yox,Hə,Hə,illik,Hə,bank transfer,50.05,2743.45,Yox,Yox Hə
8039-EQPIM,Kişi,0,Hə,Yox,69,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Yox,bank transfer,60.25,4055.5,Yox,Yox Yox
6900-PXRMS,Kişi,1,Hə,Hə,26,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Yox,elektronik cek,105.75,2710.25,Hə,Hə Yox
8707-RMEZH,Qadın,1,Hə,Yox,69,Hə,Yox,Fiber optic,Hə,Hə,Yox,Yox,Yox,Hə,illik,Yox,kredit karti,87.3,6055.55,Yox,Hə Yox
3346-BRMIS,Qadın,1,Hə,Yox,18,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,48.35,810.7,Hə,Yox Hə
3209-ZPKFI,Kişi,0,Hə,Hə,47,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,54.25,2538.2,Yox,Hə Yox
6479-VDGRK,Qadın,0,Hə,Hə,72,Hə,Yox,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,bank transfer,85.3,6129.2,Yox,Hə Yox
9373-WSLOY,Kişi,1,Hə,Yox,33,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Hə,Hə,Hə,Yox,ayliq,Hə,elektronik cek,50.0,1750.85,Yox,Yox Hə
2933-FILNV,Qadın,0,Hə,Hə,2,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,24.4,36.55,Hə,Yox Hə
3569-JFODW,Qadın,0,Hə,Hə,72,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,kredit karti,90.95,6652.45,Yox,Hə Yox
9819-FBNSV,Kişi,1,Hə,Yox,37,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,72.25,2575.45,Yox,Hə Hə
9544-PYPSJ,Qadın,1,Hə,Hə,62,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Yox,Hə,ayliq,Hə,kredit karti,96.1,6019.35,Yox,Hə Hə
1591-XWLGB,Qadın,0,Hə,Yox,71,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,19.85,1379.6,Yox,Hə Yox
0396-UKGAI,Kişi,0,Yox,Hə,23,Hə,Yox,DSL,Yox,Hə,Yox,Hə,Yox,Yox,ayliq,Hə,bank transfer,55.3,1284.2,Yox,Hə Hə
3243-ZHOHY,Qadın,0,Yox,Yox,16,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,20.1,296.15,Yox,Hə Yox
5186-EJEGL,Kişi,0,Yox,Yox,9,Hə,Yox,DSL,Hə,Yox,Hə,Hə,Hə,Yox,ayliq,Hə,mail cek,69.5,653.25,Yox,Hə Hə
7527-QNRUS,Kişi,0,Hə,Hə,17,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,25.15,412.6,Yox,Hə Hə
9986-BONCE,Qadın,0,Yox,Yox,4,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,bank transfer,20.95,85.5,Hə,Hə Yox
2722-JMONI,Qadın,1,Hə,Yox,1,Hə,Yox,DSL,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,49.55,49.55,Hə,Hə Hə
2203-GHNWN,Qadın,0,Hə,Yox,24,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Hə,mail cek,79.65,1928.7,Yox,Hə Hə
3878-AVSOQ,Qadın,1,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,71.25,71.25,Yox,Hə Hə
3258-SYSWS,Kişi,1,Yox,Yox,72,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Yox,bank transfer,113.8,7845.8,Yox,Hə Yox
5296-PSYVW,Qadın,0,Hə,Yox,72,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,elektronik cek,24.55,1750.7,Yox,Hə Yox
6319-QSUSR,,0,Yox,Hə,11,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,kredit karti,19.7,216.2,Yox,Hə Yox
4083-EUGRJ,Kişi,0,Yox,Yox,9,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.25,178.5,Hə,Hə Yox
7579-OOPEC,Qadın,1,Hə,Yox,2,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,kredit karti,50.15,115.1,Hə,Hə Yox
0512-FLFDW,Qadın,1,Hə,Yox,60,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,illik,Hə,kredit karti,100.5,6029,Yox,Hə Hə
1771-OADNZ,Kişi,1,Hə,Yox,29,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Yox,Hə,ayliq,Hə,elektronik cek,95.9,2745.2,Hə,Hə Hə
0487-CRLZF,Qadın,0,Yox,Yox,49,Hə,Yox,DSL,Yox,Yox,Hə,Hə,Hə,Hə,2illik,Hə,bank transfer,74.45,3721.9,Yox,Hə Hə
2107-FBPTK,Qadın,1,Yox,Yox,30,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,104.1,3121.1,Yox,Hə Hə
9451-WLYRI,Qadın,0,Hə,Yox,53,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,kredit karti,19.05,990.45,Yox,Hə Yox
8219-VYBVI,Kişi,0,Yox,Hə,39,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,25.0,1004.35,Yox,Hə Yox
1991-VOPLL,Qadın,0,Yox,Yox,9,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.05,157.65,Yox,Hə Yox
9738-QLWTP,Kişi,0,Yox,Yox,39,Hə,Yox,Fiber optic,Yox,Yox,Hə,Hə,Yox,Yox,illik,Yox,elektronik cek,81.9,3219.75,Yox,Hə Yox
1016-DJTSV,Kişi,1,Yox,Yox,8,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.7,572.85,Yox,Hə Hə
9419-IPPBE,Qadın,0,Hə,Hə,51,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Yox,Hə,illik,Hə,elektronik cek,90.15,4554.85,Yox,Hə Hə
0174-QRVVY,Kişi,0,Hə,Hə,71,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,25.35,1847.55,Yox,Hə Yox
5699-BNCAS,Kişi,1,Yox,Yox,71,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,24.65,1766.75,Yox,Hə Hə
2900-PHPLN,Qadın,1,Hə,Yox,70,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,kredit karti,19.55,1462.05,Yox,Hə Hə
0612-RTZZA,Qadın,1,Yox,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,25.25,25.25,Hə,Yox Yox
8106-GWQOK,Kişi,0,Hə,Yox,38,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Yox,Hə,Hə,Hə,2illik,Hə,bank transfer,60.0,2193.2,Yox,Yox Hə
8751-EDEKA,Qadın,0,Hə,Yox,28,Hə,Yox,Fiber optic,Yox,Hə,Hə,Yox,Yox,Hə,ayliq,Yox,kredit karti,89.9,2433.5,Yox,Hə Yox
6878-GGDWG,Qadın,0,Hə,Yox,32,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,bank transfer,19.4,641.15,Yox,Hə Yox
4039-PIMHX,Kişi,1,Hə,Yox,49,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,2illik,Yox,mail cek,49.8,2398.4,Yox,Hə Yox
8450-LUGUK,Qadın,0,Hə,Hə,37,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,bank transfer,24.1,861.85,Yox,Hə Hə
3604-WLABM,Qadın,0,Yox,Yox,10,Hə,Yox,DSL,Yox,Yox,Hə,Hə,Yox,Yox,ayliq,Yox,elektronik cek,54.25,583,Yox,Hə Yox
0795-GMVQO,Kişi,0,Hə,Yox,67,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,illik,Yox,kredit karti,109.9,7332.4,Yox,Hə Yox
2259-OUUSZ,Kişi,0,Yox,Yox,7,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Hə,Hə,Yox,Yox,illik,Hə,kredit karti,35.5,249.55,Yox,Yox Hə
1142-IHLOO,Qadın,0,Yox,Yox,51,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,illik,Yox,kredit karti,87.55,4475.9,Yox,Hə Yox
6410-LEFEN,Qadın,0,Yox,Yox,9,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,45.15,416.45,Hə,Hə Yox
4633-MKHYU,Qadın,0,Yox,Yox,9,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,mail cek,88.4,788.6,Yox,Hə Hə
6257-RJOHI,Kişi,0,Yox,Yox,4,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,mail cek,50.8,202.3,Yox,Hə Hə
1545-JFUML,Kişi,0,Hə,Yox,71,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Yox,2illik,Hə,elektronik cek,99.0,6994.6,Yox,Hə Hə
3194-ORPIK,Qadın,0,Hə,Hə,50,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,bank transfer,84.4,4116.15,Hə,Hə Hə
7826-VVKWT,Qadın,1,Hə,Hə,24,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,2illik,Hə,elektronik cek,96.55,2263.45,Yox,Hə Hə
1353-GHZOS,Kişi,0,Hə,Yox,22,Hə,Yox,DSL,Hə,Yox,Yox,Yox,Hə,Yox,illik,Hə,bank transfer,59.75,1374.35,Yox,Hə Hə
2587-EKXTS,Kişi,0,Yox,Yox,44,Hə,Hə,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,111.5,4915.15,Yox,Hə Hə
5442-BXVND,Qadın,0,Hə,Hə,33,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,bank transfer,24.25,838.5,Yox,Hə Yox
8816-VXNZD,Qadın,0,Yox,Yox,1,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,75.1,75.1,Hə,Hə Hə
9378-FXTIZ,Qadın,0,Hə,Yox,54,Hə,Hə,DSL,Yox,Yox,Yox,Yox,Hə,Hə,illik,Hə,kredit karti,70.15,3715.65,Hə,Hə Hə
1723-HKXJQ,Kişi,0,Yox,Yox,42,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,101.75,4273.45,Hə,Hə Hə
7825-GKXMW,Qadın,0,,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,45.8,45.8,Hə,Hə Yox
9753-OYLBX,Qadın,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.5,20.5,Yox,Hə Yox
2364-UFROM,Kişi,0,Yox,Yox,30,Hə,Yox,DSL,Hə,Hə,Yox,Hə,Hə,Yox,illik,Yox,elektronik cek,70.4,2044.75,Yox,Hə Yox
6656-JWRQX,Qadın,0,Yox,Yox,1,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Yox,mail cek,30.55,30.55,Yox,Yox Yox
6473-ULUHT,Kişi,0,Hə,Hə,16,Hə,Hə,DSL,Hə,Hə,Yox,Hə,Hə,Hə,ayliq,Yox,elektronik cek,84.9,1398.25,Yox,Hə Yox
1240-KNSEZ,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,20.1,20.1,Hə,Hə Hə
0836-SEYLU,Kişi,0,Hə,Yox,9,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Hə,Hə,Yox,ayliq,Yox,mail cek,40.65,328.95,Hə,Yox Yox
4433-JCGCG,Kişi,1,Hə,Yox,46,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,101.0,4680.05,Hə,Hə Hə
3716-BDVDB,Kişi,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.1,69.1,Hə,Hə Hə
7688-AWMDX,Kişi,0,,Yox,71,Hə,Yox,DSL,Hə,Yox,Yox,Hə,Yox,Yox,2illik,Yox,bank transfer,54.5,3778.2,Yox,Hə Yox
2842-BCQGE,Kişi,0,Yox,Yox,43,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,75.35,3161.4,Yox,Hə Hə
7244-QWYHG,Kişi,0,Hə,Yox,50,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Yox,Hə,Hə,Yox,illik,Hə,bank transfer,44.45,2188.45,Yox,Yox Hə
5899-MQZZL,Qadın,0,Yox,Yox,13,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,75.0,999.45,Hə,Hə Hə
6849-OYAMU,Kişi,0,Hə,Hə,19,Hə,Yox,Fiber optic,Yox,Hə,Yox,Hə,Hə,Hə,illik,Yox,bank transfer,100.0,1888.65,Hə,Hə Yox
5312-UXESG,Qadın,0,Yox,Yox,41,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Hə,Hə,ayliq,Yox,bank transfer,98.05,3990.6,Yox,Hə Yox
9488-HGMJH,Qadın,1,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,71.15,71.15,Hə,Hə Hə
6038-GCYEC,,0,Yox,Yox,24,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,kredit karti,54.15,1240.25,Hə,Yox Hə
2150-WLKUW,Qadın,0,Hə,Yox,40,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Hə,Yox,illik,Yox,bank transfer,63.9,2635,Yox,Hə Yox
7159-FVYPK,Qadın,0,Hə,Hə,3,Hə,Hə,DSL,Yox,Hə,Hə,Yox,Hə,Yox,ayliq,Hə,bank transfer,69.15,235,Yox,Hə Hə
7032-LMBHI,Qadın,0,Yox,Yox,37,Hə,Hə,DSL,Hə,Yox,Yox,Yox,Hə,Yox,illik,Yox,bank transfer,64.65,2347.85,Yox,Hə Yox
1150-WFARN,Qadın,0,Hə,Hə,67,Hə,Hə,Fiber optic,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,108.75,7156.2,Hə,Hə Hə
6088-BXMRG,Qadın,0,Hə,Hə,32,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,98.85,3089.6,Yox,Hə Hə
3144-AUDBS,Qadın,0,Hə,Yox,6,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,49.15,270.8,Hə,Hə Hə
4821-SJHJV,Qadın,0,Hə,Hə,32,Hə,Hə,Fiber optic,Hə,Yox,Yox,Yox,Hə,Yox,ayliq,Yox,elektronik cek,89.6,2901.8,Yox,Hə Yox
7346-MEDWM,Qadın,0,Yox,Yox,59,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,83.25,4949.1,Yox,Hə Hə
1137-DGOWI,Qadın,0,Hə,Yox,30,Hə,Yox,DSL,Yox,Hə,Hə,Hə,Yox,Hə,illik,Yox,bank transfer,70.25,2198.9,Yox,Hə Yox
5616-PRTNT,Kişi,0,Yox,Hə,20,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,elektronik cek,19.4,374.5,Hə,Hə Hə
3812-LRZIR,Qadın,0,Hə,Hə,27,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,elektronik cek,24.5,761.95,Yox,Hə Yox
